epoch,gen_loss,disc_loss
1,0.7019593119621277,1.3958728313446045
2,0.6922904253005981,1.3696731328964233
3,0.6862380504608154,1.3507468700408936
4,0.6789225935935974,1.3284374475479126
5,0.6715826392173767,1.3064146041870117
6,0.6626754999160767,1.2808029651641846
7,0.6484142541885376,1.2624461650848389
8,0.6288633346557617,1.2411564588546753
9,0.6023327112197876,1.233574628829956
10,0.5759580135345459,1.2273035049438477
11,0.5540965795516968,1.22030508518219
12,0.5285700559616089,1.2319308519363403
13,0.505537748336792,1.251469612121582
14,0.4912928342819214,1.2687690258026123
15,0.48335543274879456,1.2899901866912842
16,0.48259952664375305,1.3045880794525146
17,0.49025776982307434,1.3151369094848633
18,0.4994695782661438,1.3184351921081543
19,0.5077674388885498,1.3255146741867065
20,0.5149160623550415,1.329373836517334
21,0.5255489945411682,1.3296623229980469
22,0.5441731214523315,1.3132259845733643
23,0.5634816884994507,1.2939229011535645
24,0.5796113014221191,1.2760066986083984
25,0.5862799882888794,1.2685084342956543
26,0.5760005712509155,1.2834371328353882
27,0.5624966025352478,1.309140682220459
28,0.5541211366653442,1.3296139240264893
29,0.5479685068130493,1.3481330871582031
30,0.5553860068321228,1.3474397659301758
31,0.5618526339530945,1.3449547290802002
32,0.5607100129127502,1.3467230796813965
33,0.5563271641731262,1.3469359874725342
34,0.5571709871292114,1.3427319526672363
35,0.5631095767021179,1.3346812725067139
36,0.578772783279419,1.319800615310669
37,0.599157989025116,1.2964673042297363
38,0.6238546371459961,1.2640058994293213
39,0.6455056667327881,1.242129921913147
40,0.6523380875587463,1.2241250276565552
41,0.6233460903167725,1.2430129051208496
42,0.5850265622138977,1.2818092107772827
43,0.5697364807128906,1.3102900981903076
44,0.5570812225341797,1.3239874839782715
45,0.5378667116165161,1.3571991920471191
46,0.525984525680542,1.3897154331207275
47,0.5277101993560791,1.408367395401001
48,0.545784056186676,1.3998578786849976
49,0.5665738582611084,1.3674801588058472
50,0.6104162335395813,1.3148884773254395
