epoch,generator_loss,discriminator_loss
0,0.5800319971407161,1.2893073190661037
1,0.6532857216456357,1.3303986033972572
2,0.6906610183856067,1.3427654189222
3,0.7041342793142095,1.352917746585958
4,0.7116160874857622,1.3606669674901402
5,0.7119443828568739,1.3765862180906183
6,0.7082555478110033,1.3716874210273517
7,0.7017612448510002,1.3730633626965916
8,0.7002532368197161,1.378451226388707
9,0.7037282340666827,1.380366111502928
10,0.702720499214004,1.3768899353111492
11,0.706658348441124,1.377581840052324
12,0.7043113094918868,1.3727065272190992
13,0.7108929652501556,1.3676727712154388
14,0.7204569078543607,1.3705529833541197
15,0.7239140929544673,1.3700017595992369
16,0.7187833496752907,1.366312307469985
17,0.7312527798554477,1.3432269639828627
18,0.7403688803315163,1.361257049967261
19,0.7326959380332161,1.3521689930382896
20,0.7333254130447612,1.351784711374956
21,0.7200911360628465,1.3581040554186876
22,0.75007364942747,1.3659548531560337
23,0.7453055241528679,1.3542492407209732
24,0.7154389602296493,1.3662840040291058
25,0.7491782947498209,1.3531606390195734
26,0.7601838786812389,1.3348586918676602
27,0.7487016995163525,1.3493203222751617
28,0.7463321300113902,1.3518392566372366
29,0.722997875774608,1.3645839445731218
30,0.7379985907498527,1.350312739610672
31,0.760820243288489,1.3440735690733965
32,0.7538045706117854,1.3494185717666851
33,0.7578247794333626,1.3469180745237015
34,0.7852624602177564,1.3334278657155878
35,0.7547537368886611,1.3435626555891598
36,0.7566650387118844,1.3428066478056067
37,0.7544576078653336,1.335141641252181
38,0.7401741348645267,1.3418864888303421
39,0.7578708213918349,1.3423530266565435
40,0.7556788036051918,1.3379485151346993
41,0.8080712863627602,1.3417595677516039
42,0.7785783024395213,1.338688785538954
43,0.7640836589476642,1.3397889505414402
44,0.7602050593670677,1.3337497676120085
45,0.746231240384719,1.3393770228413975
46,0.7499430056880502,1.3249503391630508
47,0.7828984479693806,1.3192490619771622
48,0.779278642114471,1.3225489171112286
49,0.7671251121689292,1.320420321296243
