epoch,generator_loss,discriminator_loss
0,0.5882506012282473,1.3104494214057922
1,0.6542951724630721,1.3317990670812891
2,0.6939927383940271,1.3446231535140505
3,0.7071208237333501,1.352309804013435
4,0.7119677364826202,1.3631748493681564
5,0.7172246562673691,1.3718849268365414
6,0.7064254975065272,1.36943570730534
7,0.7097137316744379,1.3690903503844079
8,0.7063129151121099,1.376604364273396
9,0.7068638326005733,1.3743193834385974
10,0.7102338551206792,1.3727914614880339
11,0.7080078277182071,1.3690038221947691
12,0.7211172549014396,1.3661986145567386
13,0.727304606044546,1.360101022618882
14,0.725975918643018,1.3529780088587011
15,0.7324169836145766,1.3485898794011866
16,0.7486585467419726,1.3410489609900942
17,0.744741512739912,1.3366435271628359
18,0.7475245804228681,1.3319593173392275
19,0.7412246281796313,1.3300811673732513
20,0.7516215240701716,1.3323475198542818
21,0.7387978783313264,1.3320124301504581
22,0.7615794666269993,1.3206002674204238
23,0.7391717383202087,1.3452815020338018
24,0.7519152906346829,1.3451734629083187
25,0.7576905869423075,1.327977847545705
26,0.7567065605457793,1.327255812097103
27,0.7629096133911863,1.329054298553061
28,0.7476510963541396,1.3375582733052842
29,0.7385352450482389,1.3442139891867941
30,0.7339774661875785,1.345094453781209
31,0.7587384562543098,1.3359981952829565
32,0.7652099449583825,1.3219896136446203
33,0.7756830453872681,1.3299226583318506
34,0.7616609588582465,1.3394871899422178
35,0.731186163552264,1.3423095573770238
36,0.7543345461500451,1.3336211265401636
37,0.779445396458849,1.327625998791228
38,0.7899877181712617,1.3240872177671879
39,0.7532821031326943,1.338342582925837
40,0.7817586799885364,1.332689456483151
41,0.8102646153023902,1.3283524443494512
42,0.7686773938067416,1.3427527077654575
43,0.7639792066939334,1.3314499791632308
44,0.7607371490052406,1.3347995991402484
45,0.7494194932440494,1.331413006528895
46,0.7576075678176069,1.319683849811554
47,0.7739106892271245,1.3185076510652582
48,0.7828414681109976,1.3160358680055497
49,0.7754853000032141,1.3157290118805907
