epoch,gen_loss,disc_loss
1,0.7020434141159058,1.434146761894226
2,0.6922504305839539,1.3723199367523193
3,0.6856054067611694,1.3536155223846436
4,0.678861141204834,1.3314361572265625
5,0.6715981960296631,1.3089678287506104
6,0.6623243093490601,1.2843581438064575
7,0.6488906741142273,1.2635571956634521
8,0.6289564371109009,1.248183250427246
9,0.6018888354301453,1.2423404455184937
10,0.577333927154541,1.2326000928878784
11,0.5531211495399475,1.2305740118026733
12,0.5293416976928711,1.236664056777954
13,0.5055571794509888,1.259302020072937
14,0.49043357372283936,1.2771790027618408
15,0.48264753818511963,1.295898199081421
16,0.4838660657405853,1.3057382106781006
17,0.489909291267395,1.3151144981384277
18,0.4997796416282654,1.318659782409668
19,0.5081363320350647,1.3233855962753296
20,0.5146107077598572,1.3312419652938843
21,0.5257649421691895,1.3256675004959106
22,0.5429962873458862,1.314642310142517
23,0.5648736953735352,1.2925211191177368
24,0.579721212387085,1.278826355934143
25,0.5844053030014038,1.2725574970245361
26,0.5771175026893616,1.2856676578521729
27,0.5630728006362915,1.3152835369110107
28,0.5533347725868225,1.3369947671890259
29,0.5490989685058594,1.3498210906982422
30,0.5541910529136658,1.3561651706695557
31,0.5624898076057434,1.347274899482727
32,0.5615873336791992,1.3506851196289062
33,0.5574716329574585,1.3514246940612793
34,0.5572308301925659,1.346559762954712
35,0.5642905831336975,1.3440839052200317
36,0.5790078639984131,1.3249465227127075
37,0.6011158227920532,1.3013195991516113
38,0.6234194040298462,1.2737157344818115
39,0.644483208656311,1.2450289726257324
40,0.6501845121383667,1.2306077480316162
41,0.6232030391693115,1.248558759689331
42,0.5860848426818848,1.2897638082504272
43,0.5695114135742188,1.308779239654541
44,0.5561079382896423,1.3369007110595703
45,0.5371686220169067,1.3680986166000366
46,0.5253844857215881,1.3984787464141846
47,0.5288360118865967,1.4177219867706299
48,0.547600269317627,1.408055067062378
49,0.5691454410552979,1.3770320415496826
50,0.6113723516464233,1.3302717208862305
